ticker,asset_type,date,px,avg_dollar_volume_20d,market_cap,min_price,min_avg_dollar_volume_20d,min_market_cap,market_cap_missing,is_exception,passes_price,passes_adv20,passes_market_cap,is_eligible
COIN,stock,2026-06-01,182.59,47048915.6645,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
COLB,stock,2026-06-01,29.01,5752929.98925,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
COLD,stock,2026-06-01,15.33,5062163.283249999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
COMP,stock,2026-06-01,8.45,7395777.6055,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
COO,stock,2026-06-01,60.175,7926777.944,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
COP,stock,2026-06-01,115.52,54620422.683000006,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
COR,stock,2026-06-01,264.67,40189143.08325,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CORZ,stock,2026-06-01,28.54,29719857.4105,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
COST,stock,2026-06-01,946.14,78752617.8845,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
COUR,stock,2026-06-01,5.79,2515716.0560000003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CPNG,stock,2026-06-01,16.625,24644479.554500002,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CPRI,stock,2026-06-01,18.41,4037895.9545,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CR,stock,2026-06-01,182.05,8737168.68825,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRBG,stock,2026-06-01,26.56,18580695.595000003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRCL,stock,2026-06-01,104.96,44142324.657,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CRDO,stock,2026-06-01,226.28,50169247.2505,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CRGY,stock,2026-06-01,12.09,6998880.1334999995,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRH,stock,2026-06-01,106.74,24441128.766,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CRL,stock,2026-06-01,182.14,9506950.93175,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRM,stock,2026-06-01,209.62,96848350.0515,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CRML,stock,2026-06-01,12.185,4557073.7955,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CROX,stock,2026-06-01,119.375,7143643.1280000005,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRS,stock,2026-06-01,487.12,21876209.48325,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CRSP,stock,2026-06-01,54.19,4014382.4287499995,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRVS,stock,2026-06-01,12.09,976836.1907499998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CRWD,stock,2026-06-01,781.945,77124377.2055,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CRWV,stock,2026-06-01,124.88,114485904.55174999,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CSCO,stock,2026-06-01,121.355,136847217.7685,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CSIQ,stock,2026-06-01,18.295,2320772.7865,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CSTM,stock,2026-06-01,34.68,3266335.88825,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CTRA,stock,2026-05-06,32.56,22273658.929500002,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CTRI,stock,2026-06-01,30.23,3663066.31625,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CTVA,stock,2026-06-01,77.69,17321845.46075,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CVNA,stock,2026-06-01,71.02,36967901.76799999,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CVS,stock,2026-06-01,90.61,46295644.92475001,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CVX,stock,2026-06-01,185.86,54156322.929,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
CW,stock,2026-06-01,719.77,13960143.3175,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CWEN,stock,2026-06-01,40.37,2560213.0185,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CWH,stock,2026-06-01,7.52,1146886.76025,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CX,stock,2026-06-01,13.1,7084119.3345,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
CZR,stock,2026-06-01,29.15,10996788.91,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
D,stock,2026-06-01,64.59,37975313.19149999,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DAL,stock,2026-06-01,81.48,27314219.124250002,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DAN,stock,2026-06-01,34.6,1861628.89025,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DAR,stock,2026-06-01,60.44,8085325.665999999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DASH,stock,2026-06-01,164.73,47291081.74525,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DB,stock,2026-06-01,32.18,5303488.1762500005,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DBX,stock,2026-06-01,28.925,10067370.16675,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DCH,stock,2026-06-01,6.36,2196322.043,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DD,stock,2026-06-01,47.59,11361483.26925,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DDD,stock,2026-06-01,3.705,614400.1497500001,,1.5,4000000.0,300000000.0,True,False,True,False,True,True
DDOG,stock,2026-06-01,277.45,71526558.7065,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DE,stock,2026-06-01,542.76,40157416.691999994,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DECK,stock,2026-06-01,110.81,12136839.3915,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DEI,stock,2026-06-01,11.58,1906590.67975,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DELL,stock,2026-06-01,466.1,104021256.324,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DFTX,stock,2026-06-01,24.06,1527437.75225,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DG,stock,2026-06-01,109.875,26640256.920999996,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DGXX,stock,2026-06-01,8.055,4782414.944250001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DHI,stock,2026-06-01,146.95,15916302.122750003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DHR,stock,2026-06-01,179.93,54420943.3265,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DIA,etf,2026-06-01,511.35,37341622.6,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DIS,stock,2026-06-01,102.84,51224431.366000004,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DJT,stock,2026-06-01,9.465,1253951.352,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DK,stock,2026-06-01,46.0,2170983.2335,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DKNG,stock,2026-06-01,26.335,22367327.04775,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DKS,stock,2026-06-01,216.74,21171633.062,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DLO,stock,2026-06-01,12.04,2009365.6799999997,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DLR,stock,2026-06-01,184.92,15762061.106,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DLTR,stock,2026-06-01,111.35,22344831.202999998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DNLI,stock,2026-06-01,20.41,2175302.57125,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DNN,stock,2026-06-01,3.42,3628026.8209999995,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DNTH,stock,2026-06-01,89.44,3490156.364,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DOC,stock,2026-06-01,19.0,9551600.33475,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DOCN,stock,2026-06-01,173.31,28922085.660000004,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DOCS,stock,2026-06-01,22.57,5852821.98575,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DOCU,stock,2026-06-01,57.045,6923544.139749996,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DOV,stock,2026-06-01,207.71,11044492.594,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DOW,stock,2026-06-01,34.69,29783693.2055,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DPZ,stock,2026-06-01,313.72,16886581.25175,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DRI,stock,2026-06-01,201.92,14720528.296500001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DRVN,stock,2026-06-01,13.55,1283570.3827499999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DUK,stock,2026-06-01,119.86,16101737.988500003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DUOL,stock,2026-06-01,117.99,9040092.782,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DV,stock,2026-06-01,10.54,1972171.1045,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
DVN,stock,2026-06-01,46.32,43517890.676249996,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DXCM,stock,2026-06-01,74.865,25637867.606750004,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
DY,stock,2026-06-01,493.93,17165735.199500002,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EA,stock,2026-06-01,202.005,17617316.6815,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EAT,stock,2026-06-01,141.77,13319023.73325,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EBAY,stock,2026-06-01,110.375,32837120.614250004,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
ECVT,stock,2026-06-01,13.025,1741974.9912500002,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EGO,stock,2026-06-01,33.37,7578746.6435,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EIX,stock,2026-06-01,69.08,7560999.893999999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EL,stock,2026-06-01,85.55,15547218.3665,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ELAN,stock,2026-06-01,23.69,13624217.622499999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ELF,stock,2026-06-01,53.51,9852048.8155,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ELV,stock,2026-06-01,402.6,28826425.6835,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
ELVN,stock,2026-06-01,37.53,1438631.39325,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EMBJ,stock,2026-06-01,56.94,6954271.7205,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EMN,stock,2026-06-01,75.465,4377241.893,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EMR,stock,2026-06-01,141.71,23972497.008500002,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
ENOV,stock,2026-06-01,21.71,1797170.2395,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ENPH,stock,2026-06-01,63.73,19179951.2,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ENTG,stock,2026-06-01,135.7,21909503.15325,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
ENVX,stock,2026-06-01,8.59,2618656.76075,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EOG,stock,2026-06-01,136.62,27569313.096249998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
EOSE,stock,2026-06-01,8.95,9126815.67325,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EPD,stock,2026-06-01,37.23,14036347.01,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EQIX,stock,2026-06-01,1050.41,27060552.291500002,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
EQNR,stock,2026-06-01,37.33,13351474.327499999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EQPT,stock,2026-06-01,19.87,3751889.424,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EQT,stock,2026-06-01,55.255,30465581.0005,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
EQX,stock,2026-06-01,12.48,8938176.18825,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ERIC,stock,2026-06-01,13.315,8822393.725,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ERO,stock,2026-06-01,31.39,1986483.5837500002,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ESI,stock,2026-06-01,41.69,7649496.918499999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ET,stock,2026-06-01,19.28,13305857.12275,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ETN,stock,2026-06-01,400.17,71347866.71550001,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
ETOR,stock,2026-06-01,41.65,3535098.3052499993,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
ETSY,stock,2026-06-01,68.94,10874184.06175,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EVC,stock,2026-06-01,9.29,1665808.4395,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EVLV,stock,2026-06-01,6.785,1123759.909,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EVR,stock,2026-06-01,347.1,11777362.856,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EW,stock,2026-06-01,88.22,20983869.002749998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
EXC,stock,2026-06-01,44.715,21293870.44725,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
EXK,stock,2026-06-01,9.77,3828853.615750001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EXP,stock,2026-06-01,221.08,6467316.3625,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EXPD,stock,2026-06-01,160.025,9255474.63675,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EXPE,stock,2026-06-01,228.37,22974986.18275,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
EXTR,stock,2026-06-01,28.12,3616793.758,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
EYE,stock,2026-06-01,16.09,2938078.3925,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
F,stock,2026-06-01,16.64,80631273.29574999,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FANG,stock,2026-06-01,199.02,18641741.124250002,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FBIN,stock,2026-06-01,39.08,6465843.876250001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FCEL,stock,2026-06-01,21.35,7035986.45525,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FCX,stock,2026-06-01,67.015,55146571.02325,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FDX,stock,2026-06-01,338.38,31969830.871999998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FERG,stock,2026-06-01,224.4,27053759.2435,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FFIV,stock,2026-06-01,395.38,16742139.52125,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FIG,stock,2026-06-01,27.1,22753036.36775,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FIGR,stock,2026-06-01,33.4,7441674.8637500005,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FIGS,stock,2026-06-01,11.72,3198160.2352500004,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FIS,stock,2026-06-01,43.625,23437076.017249998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FISV,stock,2026-06-01,59.055,18290124.32325,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FITB,stock,2026-06-01,48.545,23767162.53025,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FIVE,stock,2026-06-01,226.11,17549823.3375,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FIVN,stock,2026-06-01,26.265,4761556.077500001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLEX,stock,2026-06-01,147.89,56815031.021749996,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FLG,stock,2026-06-01,13.785,2768638.02775,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLNC,stock,2026-06-01,27.13,12374729.65775,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLR,stock,2026-06-01,46.6,9086525.05,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLS,stock,2026-06-01,75.06,15483714.366500001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLUT,stock,2026-06-01,104.35,15801711.151000002,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLY,stock,2026-06-01,44.245,11889199.19675,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FLYW,stock,2026-06-01,16.61,2284978.9252500003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FMC,stock,2026-06-01,13.33,1782610.1725,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FN,stock,2026-06-01,622.36,717057071.645,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FND,stock,2026-06-01,50.65,11382438.11375,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FNV,stock,2026-06-01,228.3,11930110.5695,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FORM,stock,2026-06-01,115.015,12475951.3135,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FOUR,stock,2026-06-01,45.22,2946353.74525,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FPS,stock,2026-06-01,56.38,18292595.65025,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FRMI,stock,2026-06-01,6.6,5510766.287500001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FROG,stock,2026-06-01,88.31,13653393.75925,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FRPT,stock,2026-06-01,49.43,7124315.597,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FSK,stock,2026-06-01,10.9,2059906.4394999999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FSLR,stock,2026-06-01,303.015,33172937.09825,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FSM,stock,2026-06-01,9.865,2758886.17,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FTAI,stock,2026-06-01,247.78,22215767.380749997,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FTI,stock,2026-06-01,68.445,27036257.85075,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FTNT,stock,2026-06-01,147.17,35015724.3975,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
FTRE,stock,2026-06-01,15.77,1326544.99325,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FTV,stock,2026-06-01,58.735,10240295.0035,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
FUTU,stock,2026-06-01,102.805,22177181.212,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GAP,stock,2026-06-01,20.955,16615927.485,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GBTG,stock,2026-06-01,9.345,2972112.1119999997,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GCT,stock,2026-06-01,35.37,1429964.122,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GD,stock,2026-06-01,339.165,19886420.51475,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GE,stock,2026-06-01,324.69,72936411.86725,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GEHC,stock,2026-06-01,62.715,17259991.683250003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GEN,stock,2026-06-01,27.75,13644484.456,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GENI,stock,2026-06-01,6.04,1845698.58425,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GEV,stock,2026-06-01,950.46,101410625.86649999,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GFS,stock,2026-06-01,79.87,26389961.980499998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GGAL,stock,2026-06-01,51.17,2903361.093,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GGB,stock,2026-06-01,4.565,6540197.84225,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GH,stock,2026-06-01,129.16,16696557.407,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GIL,stock,2026-06-01,59.145,3432506.2147500003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GILD,stock,2026-06-01,131.08,35846959.12275,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GLBE,stock,2026-06-01,33.675,4791536.782,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GLD,etf,2026-06-01,411.24,53088378.82275,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GLOB,stock,2026-06-01,44.43,5171759.72575,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GLW,stock,2026-06-01,176.645,112286603.51799998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GLXY,stock,2026-06-01,30.82,6558781.98675,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GM,stock,2026-06-01,82.69,28953913.46175,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GME,stock,2026-06-01,21.36,8813927.65325,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GMED,stock,2026-06-01,79.775,10240025.279,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GNRC,stock,2026-06-01,269.16,13038632.77475,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GOLD,stock,2026-06-01,39.495,928635.4237500001,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GOOG,stock,2026-06-01,372.5,174309879.75449997,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GOOGL,stock,2026-06-01,376.26,352650462.8435,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GPCR,stock,2026-06-01,38.56,1696906.5074999998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GPGI,stock,2026-06-01,11.95,2823347.85275,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GPN,stock,2026-06-01,75.47,12209457.6515,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GPRE,stock,2026-06-01,16.16,1324726.7514999998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GRAB,stock,2026-06-01,3.6,7898751.731249998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GS,stock,2026-06-01,1048.23,67926067.562,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
GSAT,stock,2026-06-01,82.495,3167138.7282499997,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GSK,stock,2026-06-01,49.31,10624399.8715,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GT,stock,2026-06-01,5.95,3292204.71925,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GTES,stock,2026-06-01,25.855,3266386.7272499995,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GTLB,stock,2026-06-01,33.79,10092930.6905,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GTM,stock,2026-06-01,3.825,4133750.1480000005,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GTX,stock,2026-06-01,31.225,7145938.9655,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
GXO,stock,2026-06-01,50.0,5233945.93375,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
H,stock,2026-06-01,183.62,11590605.834499998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HAL,stock,2026-06-01,39.36,26907986.985749997,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HAYW,stock,2026-06-01,14.01,2334130.7075,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HBAN,stock,2026-06-01,15.82,21540518.0865,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HBM,stock,2026-06-01,30.6,13819457.3405,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HCA,stock,2026-06-01,370.97,35702168.67275,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HD,stock,2026-06-01,310.7,73595982.68825,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HEI,stock,2026-06-01,333.4,17840560.198,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HHH,stock,2026-06-01,62.815,1103784.95,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HII,stock,2026-06-01,296.42,10409054.62725,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HIMS,stock,2026-06-01,27.73,15957864.634,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HIMX,stock,2026-06-01,21.935,3367935.5985,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HIVE,stock,2026-06-01,4.79,4220089.31775,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HIW,stock,2026-06-01,26.41,2004307.6352499998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HL,stock,2026-06-01,17.54,12368794.147499999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HLF,stock,2026-06-01,11.89,1092976.3427499998,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HLIT,stock,2026-06-01,15.81,3017683.96575,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HLT,stock,2026-06-01,332.53,28607856.182,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HLX,stock,2026-06-01,9.555,843075.4504999999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HMY,stock,2026-06-01,17.62,5569954.772,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HNGE,stock,2026-06-01,60.83,6662641.52475,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HOG,stock,2026-06-01,24.34,4258060.0805,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HOLX,stock,2026-04-06,76.02,25783143.93925,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HON,stock,2026-06-01,236.52,35080610.28675,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HOOD,stock,2026-06-01,90.69,68255375.9145,,3.0,20000000.0,300000000.0,True,True,True,True,True,True
HP,stock,2026-06-01,39.23,2901633.48225,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HPE,stock,2026-06-01,47.06,71681635.436,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HPQ,stock,2026-06-01,29.325,35432221.465,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HRL,stock,2026-06-01,23.36,7474646.319,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HSAI,stock,2026-06-01,20.04,1804171.698,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HTFL,stock,2026-06-01,30.93,2420895.9025000003,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HTZ,stock,2026-06-01,5.18,2768485.0965,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
HUBB,stock,2026-06-01,462.87,28684387.796749998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HUBS,stock,2026-06-01,262.0,34692651.67025,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HUM,stock,2026-06-01,328.39,27388165.052249998,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HUT,stock,2026-06-01,132.41,22996553.43,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HWM,stock,2026-06-01,255.49,34098452.17075,,3.0,20000000.0,300000000.0,True,False,True,True,True,True
HXL,stock,2026-06-01,88.62,5010222.483499999,,3.0,20000000.0,300000000.0,True,False,True,False,True,True
