theme,additive_manufacturing,advanced_packaging,aerospace,agriculture_food_inputs,ai_apps,ai_apps_agents,ai_infrastructure,airlines_travel,apparel_beauty_lifestyle,asset_managers,asset_managers_alts,autos,banks_brokers_exchanges,biotech,biotech_innovation,business_apps,china_internet,cloud,cloud_neocloud,construction_infrastructure,consumer,consumer_internet,consumer_internet_marketplaces,consumer_staples,copper,copper_metals,creative_software,crypto_infrastructure,cybersecurity,data_centers,datacenter_infra,datacenter_reits_towers,defense,defense_aerospace,dev_tools,diagnostics_tools,digital_ads_media,drones_autonomy,electronics_components,energy,enterprise_software,etf_benchmarks,fintech,fintech_payments,gaming_sports_betting,gold,gold_silver_miners,growth,hardware_devices,healthcare,homebuilders_housing,industrial_automation,insurance,lithium_battery_materials,long_bonds,managed_care,managed_care_insurance,market,medtech,medtech_devices,mega_banks,mega_cap_platforms,memory,memory_storage,natural_gas,networking,networking_optical,nuclear,nuclear_uranium,obesity_glp1_health,oil_exploration,oil_gas,oil_integrated,oil_services,payments,pharma,pharma_largecap,power_grid_electrification,quantum_computing,rare_earth_critical_minerals,real_estate_reits,regional_banks,renewables_storage,restaurants,restaurants_food,retail,retail_consumer,robotics,semicap_equipment,semis,semis_compute,silver,small_caps,solar,space_satellites,storage,streaming_entertainment,transport_logistics,travel,uranium,utilities_yield,vertical_software,workflow_software
additive_manufacturing,1.0,0.19300557401838875,0.24197904702094133,0.12776620988796802,0.255778352949834,0.2510727449443053,0.1914090585878583,0.20132502941516997,0.23358846660309182,0.22609542168545765,0.22778010468737314,0.2527835585352589,0.20338030721820388,0.2049477809023402,0.23774453459950257,0.2084307106240504,0.13132974291473135,0.21026467240593866,0.2744308805188056,0.22333459229911556,0.14491143585995392,0.183587108829763,0.22916444742535938,0.061406740124211226,0.1246770156029984,0.14842667629513756,0.21154144904965136,0.23722066346223444,0.1894532526595888,0.1955834297132953,0.2170872679555699,0.10164063709109578,0.1856225973879673,0.42913904386966817,0.19273443799606152,0.20822652191427707,0.2318593201673529,0.2868270481596524,0.21013834029004247,0.15090318385981408,0.24492066686755018,0.2439241488352438,0.24946483766448718,0.254081923101912,0.22055077881722165,0.07740469945107656,0.08111248489183531,0.20610075521984533,0.16426107584463537,0.20605768870557473,0.19396642310372275,0.1916648718859,0.04139579983041105,0.21851289963262951,0.03313150294014871,0.10850556273860762,0.1306506980118159,0.1990436106362247,0.12292126055120532,0.1714978210473002,0.18733037905840413,0.190517934851662,0.20390248533055377,0.20764615500718595,0.09056592326828994,0.21371790404111102,0.23821342914514262,0.16961279985733294,0.1725278934701108,0.1677630089747747,0.08764579207962646,0.10515706270836699,0.07532594821484331,0.11187947076959609,0.23226633906263555,0.04504413441659836,0.03877955426525298,0.2132620901809939,0.19111683234942475,0.19830126916052446,0.1565633956861828,0.18424894483884008,0.2537247984789,0.13636417280971508,0.1955578283610004,0.13470815291613777,0.18523378076865313,0.28024570386312203,0.21242815319420844,0.20802837738010355,0.2323030671781468,0.07720067458218012,0.2661030076186607,0.16561282688196843,0.49129702778495726,0.18757714183438792,0.20766522559973635,0.21273495118983193,0.18090116706529868,0.1886797736718377,0.1677069732580537,0.1749921486455802,0.18328450413631692
advanced_packaging,0.19300557401838875,1.0,0.5610009864548001,0.4723890236714055,0.47850043350131305,0.6082918836493169,0.8000501637819066,0.5700317141152915,0.6205049319438495,0.655278064110809,0.6511424001285476,0.7561060834980521,0.5932261012011217,0.527737521434694,0.1578846513313405,0.584371684223542,0.46542299209425947,0.4640283504290361,0.5483641887882639,0.6879413025744261,0.5250166296142426,0.5829359630235809,0.6194714948582737,0.3336696089441927,0.5617412274118806,0.5515406041300116,0.6367419451562633,0.4230563304529315,0.5477671307510649,0.6772998663008347,0.7208762423866891,0.3410296669913785,0.5505601978987729,0.6114620989828838,0.546168522093701,0.5736556843085008,0.6082091451679998,0.6214156448220925,0.8261082305384475,0.5248250202270262,0.6107098724926603,0.7633013190099981,0.6464921996494977,0.6464816161880967,0.556301777404636,0.2655731449839578,0.2947333500950845,0.776643908714861,0.5261238673691151,0.4713126429415147,0.583120153673949,0.6688364510452612,0.39232403018402373,0.5261020367966716,-0.08368265416395348,0.32110143119571255,0.353411924741816,0.7454501767461974,0.5281395100668314,0.5848537483655344,0.5652404734969367,0.7080535231433666,0.8291423776738344,0.8044578708540838,0.3484038318061062,0.7796541679242042,0.7271207062987977,0.4552266341116642,0.5104856816764972,0.43063902249917607,0.3450265427927049,0.41582056894079167,0.39558145704088704,0.4286407813623056,0.6289638333269726,0.39226240221266584,0.3794492970268446,0.6796862925307251,0.08619503793474904,0.5033888827792778,0.483879421313021,0.5031204769872699,0.5777733223662032,0.5144858524539491,0.5580209421183245,0.4423016295258486,0.5543309572230842,0.702687174638088,0.9728949094640496,0.9283636033267296,0.8979360416092528,0.3008576166262102,0.7326707160075773,0.4763338713361935,0.5549109399266313,0.7394193174198926,0.6126703823795188,0.6309697916764319,0.5877121185324463,0.4553545378746489,0.49805659603554475,0.6327128431643694,0.4774218382723098
aerospace,0.24197904702094133,0.5610009864548001,1.0,0.5701451944570693,0.43336496206369324,0.5537452996012094,0.5219906432946579,0.6605900822458871,0.6319516905274409,0.6825921184348266,0.6975412619906823,0.6330078162804206,0.6982947249890813,0.44788113533003937,0.15023977241761846,0.4998541451592979,0.3599816477348051,0.3557210561044871,0.5204659946139069,0.6948150726427506,0.5685491809803654,0.5129818733264454,0.5300713151326928,0.3871382795559595,0.5262038342230635,0.5409396048799496,0.528003281122662,0.40699197385710245,0.4683256316675127,0.5941397629007253,0.7272042899994939,0.39102919726791024,0.8075007307077398,0.8358843908811473,0.43105184506086797,0.5071276983161338,0.5914774360169397,0.6832081911144846,0.6374625891834713,0.5955271416755366,0.542957016761667,0.7492555047579673,0.626947505128158,0.638674147502433,0.48094228810600154,0.23217037556012643,0.2525321957930157,0.6003931687115386,0.4808746324406492,0.5198987539888021,0.571006278468847,0.7098415425253036,0.5601941048395065,0.5108732352523474,-0.1162596134526731,0.4131213778391139,0.44706305921533923,0.697427933043022,0.5382669650011505,0.5719639674214254,0.6610609288781282,0.5678548174584881,0.5531753785979688,0.5820035663056015,0.4115189058604452,0.5953231882273379,0.5960441056882665,0.4703212968133107,0.5317145703244973,0.40902469160817195,0.43263849607576804,0.5085289390594646,0.4905425243765179,0.4975884443646047,0.6479189923926744,0.38248506111939495,0.3479669718169277,0.7193026912633679,0.10230316476424942,0.49963542860372717,0.6008271379074628,0.620067370520306,0.5315554549189769,0.5684214491143113,0.6259946404353511,0.378402714535976,0.5809353984733502,0.651901582014316,0.5778026385838453,0.5795160796278329,0.6371678330078173,0.25087283046639824,0.7449027897063645,0.4062734936378511,0.8041292882928619,0.5988601550698042,0.6191187073069745,0.6754835426030119,0.6166718443811892,0.4434962452684601,0.5723905526341171,0.5427167872575407,0.3921088286171222
agriculture_food_inputs,0.12776620988796802,0.4723890236714055,0.5701451944570693,1.0,0.30794604062463593,0.3823308282634553,0.40438357536859587,0.5945338669887785,0.6209118883775471,0.6561167898414506,0.6542321083859272,0.5862946514240606,0.717091024591618,0.41244788183435405,0.11260122972955929,0.39977747618275905,0.31306901794905834,0.23733444229062467,0.35359793102119774,0.7206773624449218,0.5583894441827284,0.4376993616886133,0.4264571445556413,0.524674421936434,0.6416546728820076,0.6122624686271603,0.4211548370635429,0.27171089100099516,0.35847602568579884,0.44486223926067636,0.7238989350139686,0.4143531683695233,0.62831400643139,0.6395130833391497,0.30535388544559605,0.43118122024346445,0.4832966789635042,0.5000019759882045,0.5769305917641041,0.7258930150077371,0.38241631671786486,0.7261710558208253,0.5123887879146619,0.5328052817971798,0.37136949831128063,0.26821962268392263,0.2918763928200694,0.5072993832719009,0.5180422610264728,0.498636303933867,0.5785369556757395,0.7972943820920859,0.6730232178221619,0.46924092639155796,-0.1700815532279238,0.4715496850988244,0.46314100637965544,0.6700365962461572,0.5111535470315489,0.5415446832993153,0.6795536994702334,0.4807782999051013,0.439706609975381,0.47499369241754885,0.5778691768527696,0.4989928805801863,0.48292476133148615,0.38236077534681323,0.44491838835442826,0.2780175466953643,0.6272235388908047,0.6987377161341257,0.6958560997844233,0.6531738259480125,0.5857780730940276,0.4792162046558973,0.4478911144613454,0.718123737159388,0.062260171839369625,0.4656995055984513,0.6418283462039839,0.6736107167786962,0.4595253613312421,0.5691387883556859,0.5697706147513508,0.4436211653977335,0.5980679701885862,0.5696171557433315,0.48310068442276427,0.5003514465104569,0.5363013553733185,0.29129469733918295,0.7314383785818984,0.4074084977620628,0.47626595776351616,0.5434166105619779,0.5501600556366081,0.6358022197836096,0.565380073124643,0.4086277882909432,0.5620305515925813,0.471001743511084,0.28189346169992163
ai_apps,0.255778352949834,0.47850043350131305,0.43336496206369324,0.30794604062463593,1.0,0.7308830000445338,0.5048178385501977,0.4315253936077318,0.4878320331536767,0.4714072052847517,0.49526950236429373,0.5351279541663492,0.40150259739209865,0.5088293366672468,0.1750535220449548,0.6397344505022132,0.41894869306463295,0.5621480861549776,0.4831165588296211,0.46519419961589575,0.4274888649012327,0.7133628975284199,0.6322258489547186,0.22424668911376341,0.3244669095879232,0.34724504724434735,0.6221730836902681,0.40579987961208336,0.5845448474395905,0.4828080866286355,0.4464286738714151,0.27982620543888076,0.42381828846194125,0.4811075911782845,0.5848559036780464,0.5280809002938237,0.737062044013816,0.5467924573837704,0.4539334212048411,0.3418246753003174,0.6746536239073078,0.5585750524675472,0.6191151531234085,0.6373116039993134,0.5775280264664011,0.17429031920338584,0.19370747130559204,0.5758604214809901,0.3250745916138962,0.4383873064129535,0.418640701352376,0.38179125921964197,0.2622692263744038,0.4277770492869942,-0.004758164196834211,0.25012963821539647,0.3053980335171871,0.5252620772107766,0.4049348970284514,0.4816768520611238,0.36796022902795705,0.5879595913892115,0.4466650231209608,0.4692702022477137,0.22312471908292938,0.488957921509397,0.5002208360540136,0.35259375104001867,0.3869978298808292,0.3960135514870297,0.22291448000647518,0.27015784053461117,0.21656949332388392,0.26097563588444694,0.5651178202435945,0.2572618711332751,0.23897368778427536,0.4374833504612706,0.10311518451396161,0.3900837502845025,0.38458984216653097,0.3366832236559616,0.49947950138297686,0.41624703967800947,0.46973446863425505,0.3789813769989166,0.4597776880754609,0.5729051928772435,0.48877830149066637,0.5119461888923245,0.5424010111361207,0.19070943870164198,0.5431839063399506,0.3936643318146514,0.49393967487709145,0.43521392174558005,0.5756788753217779,0.4459615902750618,0.4608437412369556,0.34920625546880035,0.34006538032466,0.5613135618287374,0.5842364633811232
ai_apps_agents,0.2510727449443053,0.6082918836493169,0.5537452996012094,0.3823308282634553,0.7308830000445338,1.0,0.6656374935801415,0.5350844932622275,0.6104749082022644,0.6463523997351645,0.6637567777930857,0.6750315092800877,0.5318210968061845,0.606127344858712,0.19457350435505014,0.8568696787050885,0.4933458367209643,0.7557334227712547,0.63194811023233,0.5838753845598041,0.5303105197520791,0.7004136476064255,0.7766795361435015,0.3446771594996177,0.4254971425828604,0.4441820953815157,0.8292047177584096,0.5002892987471816,0.8200935889496103,0.6460880493625762,0.5961872029157866,0.4013187141159092,0.5484821797437194,0.6239801550199358,0.8161492560613451,0.6837894405246874,0.7999425132401818,0.6788461594967106,0.6133451731039273,0.437934937614406,0.9123831426971596,0.7442312309576834,0.8010016138565376,0.8164803556827593,0.7270869688120669,0.2149134802838278,0.23266457202723395,0.8116647765546151,0.4280741575252174,0.582868654674884,0.5287394930156358,0.5237070953638072,0.34300201722037643,0.5221248284946044,-0.024840485024514785,0.35714976182865255,0.416787969679732,0.7407681919044996,0.5698802969322394,0.6345397830467102,0.5025823331549901,0.8364277038292223,0.5633021038744435,0.6075237656100656,0.3147034094922898,0.6613203989299206,0.6505542904730767,0.4393350629107463,0.48980694789215423,0.5254080045072523,0.28582291923961683,0.3459139343487107,0.28769084483395846,0.3369775412852831,0.7498762627451845,0.36730179725712586,0.3540564716236208,0.5851260267571481,0.11396633117642592,0.48067095958517164,0.4923496312101166,0.4274535019277142,0.5924756964101432,0.5208732074679636,0.5807891807407594,0.47966953731029954,0.5867160098754515,0.7454390353729065,0.6206852438299342,0.6696884487970125,0.7042205877114606,0.2308024362401636,0.6961501264013698,0.46899132037588165,0.6081341719274167,0.5792893990560669,0.7347257838478921,0.5697871856021398,0.589642917052248,0.43706777207615777,0.4582811438520192,0.7708210479796538,0.7989590461330361
ai_infrastructure,0.1914090585878583,0.8000501637819066,0.5219906432946579,0.40438357536859587,0.5048178385501977,0.6656374935801415,1.0,0.4908679081433345,0.5757763936175206,0.6102012951771543,0.6092246260240878,0.6938922625491513,0.5092674683716368,0.5298896191737337,0.16750955223416022,0.6211781318370231,0.4550315328412872,0.5281148007507618,0.5648410637153597,0.609170691839202,0.48711225088003046,0.5831260141992786,0.6340656858065067,0.3266942723232678,0.49798033880769743,0.4950900783991734,0.6618580576693829,0.42306517179489256,0.5927514843085939,0.8123714466747171,0.6441577330318201,0.3593949917051192,0.49889771044404135,0.5663962042671893,0.5929686405474576,0.5718533470198147,0.6181673649642583,0.6044553994545238,0.7462063866574951,0.46338264551136593,0.6549033437757413,0.7297218622251143,0.6452928184305942,0.6362429517541437,0.579847765267189,0.24743634099334516,0.26807509170022087,0.8083200628655928,0.4980413198174921,0.4805204218870358,0.535682234794597,0.5792061344231728,0.31431820294097207,0.4891828069864587,-0.05534253872540525,0.31477119360789974,0.347616395531021,0.7390207471969338,0.5210260522781146,0.5533882371374692,0.48497562931849214,0.7688271084006199,0.7335643294562137,0.7417825507107508,0.31380020737954467,0.7803857495826815,0.7041816052672039,0.44576382291123534,0.49488818495821296,0.467253615749607,0.2881275648348901,0.351921310016897,0.324824074061218,0.34589222535391767,0.6060462959524856,0.3589307989204576,0.35808434447621745,0.6111566678624528,0.0928541289797823,0.4714886777989279,0.44327262398544914,0.4085844327360813,0.5444403211492539,0.4781613059525652,0.5208447808510939,0.43998666641979856,0.5345067297967404,0.6880226112568021,0.798345322902345,0.8854915873802802,0.8786764317744917,0.2750293699875175,0.6572838538432757,0.43900479940040743,0.5277850408290563,0.6935023862087187,0.6228703656156355,0.5555453875301604,0.5391135992271007,0.4335441947376299,0.4580647557447943,0.6400087814198857,0.5296786308246201
airlines_travel,0.20132502941516997,0.5700317141152915,0.6605900822458871,0.5945338669887785,0.4315253936077318,0.5350844932622275,0.4908679081433345,1.0,0.7368670479520346,0.7035021060204971,0.729870726807365,0.6828942796054509,0.7652626086511134,0.4076201316258502,0.14048110740530315,0.5002670432637006,0.3827085869806004,0.343373758723123,0.482631316813546,0.7317472040900701,0.6678191322857492,0.6071472190658953,0.5778302838790541,0.34127001411161045,0.541528929626352,0.5433369048890769,0.5370788689139671,0.3702584118871915,0.4533329022193792,0.5202924209738659,0.7360690777577937,0.29553696868706764,0.6328598001791316,0.6943539578014253,0.44875438283204305,0.4850351298050241,0.6471349568313146,0.5976546331031581,0.6355489501820243,0.6098061317676675,0.5415772449862588,0.7468858977613839,0.6491206175229788,0.6900731849321302,0.4915587554792926,0.16658470144644874,0.22423863584993536,0.5724004890752662,0.5184601574338711,0.4792243183848162,0.6158036822204801,0.7342963062887542,0.5849365587219035,0.48063223959248713,-0.08861220043789184,0.37638873219344743,0.39490692637780095,0.6821315759789777,0.5262731848472804,0.6003835426008693,0.7329302020265704,0.5527690415832495,0.5312687953812403,0.564282559511265,0.42705921631206334,0.5570896230111505,0.5552799715987884,0.3825728586776951,0.4492340655751485,0.3512175592052609,0.4765555104707968,0.5564614143827222,0.5313766074791167,0.5614538061740303,0.7118064250039879,0.33145025443544224,0.2989701201413964,0.6968154204444935,0.08817004851842775,0.4648699983529932,0.6548673012167602,0.7149207720541624,0.5160932852314737,0.6615255692559929,0.7364923972255643,0.3675239168862988,0.6469509702594243,0.6229998750442188,0.5818389370568328,0.5770572739770483,0.6306882310958053,0.22407820104480267,0.7717918940205654,0.42325593181277055,0.5505341197984883,0.6008058440985581,0.6807470913661182,0.8960039369591631,0.8760718421505227,0.38793893790710093,0.5026742295553093,0.5182169730013777,0.40909038104620576
apparel_beauty_lifestyle,0.23358846660309182,0.6205049319438495,0.6319516905274409,0.6209118883775471,0.4878320331536767,0.6104749082022644,0.5757763936175206,0.7368670479520346,1.0,0.7482003382361105,0.7749917954909749,0.7276897336225235,0.7343913014940592,0.5311775550549621,0.1724479835684517,0.6038388236300037,0.44493134345696594,0.4551459875933718,0.5045087117142997,0.7845881587523499,0.688768180184131,0.6194507100679079,0.6627950728792708,0.5168667383494964,0.5498417051314893,0.5349261716227719,0.6192903474893511,0.39876295339566953,0.5462197844366857,0.5857538662883629,0.7706184854046987,0.40234928922848645,0.6201141876918684,0.6896436359616539,0.5319148824739011,0.6135097397460194,0.6894785717977043,0.6349433411535811,0.6794472966864403,0.572726905336817,0.6210390942615952,0.7916795389647705,0.7061024739719898,0.7310137106946984,0.5552966035122486,0.1982337455831011,0.23071618653150794,0.6694012040847491,0.5779587959522503,0.5682536880885768,0.7490690646987579,0.7661737352253429,0.564592056828258,0.4963414737911768,-0.09092496349562366,0.4294846630128171,0.45508715929512217,0.7547928561878628,0.6003898421440539,0.6703103435658416,0.6845526288306384,0.6441618547931253,0.573436574217602,0.6026425717656568,0.40347126056450655,0.6350481155866504,0.6103152473611447,0.3761799621555585,0.4445077257691245,0.4329773714596385,0.43042781395556,0.5022273671490565,0.4712181629207839,0.4875667799879249,0.745149787578907,0.4489076022607291,0.4135620010475079,0.7400977054915111,0.08911157810048506,0.47059505229342585,0.6772241471811884,0.6820575338286486,0.5612494268532209,0.6866756022890443,0.7443071386928001,0.5424402957678847,0.808474628210869,0.694110467636486,0.6389754373783914,0.6506647403868805,0.6909965995349189,0.23280422438370119,0.8224386173366376,0.4844038613845606,0.5785627312076114,0.6357846370056695,0.7055714718525993,0.7829025883929542,0.7149004886721828,0.38213643336267294,0.5500738082540947,0.6144330882774354,0.5113434973612955
asset_managers,0.22609542168545765,0.655278064110809,0.6825921184348266,0.6561167898414506,0.4714072052847517,0.6463523997351645,0.6102012951771543,0.7035021060204971,0.7482003382361105,1.0,0.9407132786057407,0.7247904960140408,0.9027167828879656,0.5525018898722767,0.16718020955005825,0.6393029674523041,0.409631558074432,0.45347169186393205,0.534601010034186,0.8065331250513026,0.6432369075422644,0.6028975998725115,0.6244173562191169,0.5194811244685237,0.6059551956778485,0.5726856859437423,0.6525731717805278,0.4132492597859352,0.5773146978673742,0.6349980739059268,0.828986139058232,0.5064553998784833,0.706179188232615,0.753866920425458,0.5386729316045916,0.6167123413556157,0.673934512934973,0.6550335078838248,0.7277310085185232,0.6551162847022306,0.6415702547069093,0.8602789053737748,0.7715504863163223,0.765288536859345,0.5631954604872076,0.20340690012366044,0.23220543014944725,0.7562496942358163,0.5787740451159067,0.5987981191049349,0.6838175131083635,0.8293538531446961,0.6985624704210269,0.5072691206852007,-0.16274100652930917,0.4809486356821737,0.49371488390209445,0.8666759064038821,0.6608090051532356,0.6786400343019187,0.8873886568686189,0.7357766305727741,0.6151649408335964,0.6531035320816753,0.49154500157355363,0.7066428092974644,0.6553013282764438,0.4386178466394378,0.5077226401755585,0.4505351126902741,0.5028695514235784,0.5800901530476841,0.5610124155279138,0.5486295098758708,0.8149919917212248,0.5384870637587249,0.4908155786677591,0.8077187551607081,0.09814395414155816,0.4962652706429446,0.6898459793168021,0.8111757057886889,0.5409790096435549,0.6456765359239197,0.6823362870276372,0.49228119153626904,0.6874857408072809,0.7336677553397872,0.663351380760817,0.695145540517221,0.7271565140801636,0.23396886270002062,0.8472026326796804,0.4425940201748009,0.5944348469728934,0.6836441244815289,0.7176432406999543,0.7753422393108262,0.7105181027118539,0.4392662717771121,0.622994716623329,0.674582957073185,0.5107355053754424
