day_ptr,timestamp,close,action,position,prev_pos,did_trade,did_flip,reward,reward_pnl,reward_costs,forced_flat_cost,open,high,low,p_pivot_long,p_pivot_short,p_tb_long,p_tb_short,equity
1,2025-10-28 17:45:00+00:00,687.6,1,1,1,False,False,0.0,0.0,0.0,0.0,687.31,687.67,687.13,0.0747338533401489,0.2957329452037811,0.7808929085731506,0.1616529673337936,100000.0
1,2025-10-28 18:00:00+00:00,687.84,1,1,1,False,False,0.0,0.0,0.0,0.0,687.625,687.84,687.55,0.0184998735785484,0.2982973158359527,0.4605143666267395,0.3042492568492889,100000.0
1,2025-10-28 18:15:00+00:00,688.0,1,1,1,False,False,0.0,0.0,0.0,0.0,687.79,688.385,687.79,0.0093147065490484,0.8615432381629944,0.4192199409008026,0.340983122587204,100000.0
1,2025-10-28 18:30:00+00:00,687.98,1,1,1,False,False,0.0,0.0,0.0,0.0,688.07,688.18,687.79,0.0119904205203056,0.0584949404001235,0.6401183009147644,0.2776970267295837,100000.0
1,2025-10-28 18:45:00+00:00,688.17,1,1,1,False,False,0.0,0.0,0.0,0.0,687.955,688.17,687.825,0.0043413597159087,0.007116817869246,0.4805749058723449,0.3450532853603363,100000.0
1,2025-10-28 19:00:00+00:00,688.21,1,1,1,False,False,0.0,0.0,0.0,0.0,688.13,688.235,687.835,0.0806029587984085,0.022835336625576,0.4279710650444031,0.429255336523056,100000.0
1,2025-10-28 19:15:00+00:00,688.7,0,0,1,True,False,-0.0011312987028393,-0.0006312261022876,0.0005000726005517,0.0,688.17,688.905,688.03,0.1814782321453094,0.7601469159126282,0.1110400930047035,0.8956952691078186,99886.87012971606
1,2025-10-28 19:30:00+00:00,687.52,1,1,0,True,False,-0.000500072725157,0.0,0.000500072725157,0.0,688.695,688.695,687.43,0.6975948810577393,0.0431948974728584,0.8698336482048035,0.1204242706298828,99836.91943036288
1,2025-10-28 19:45:00+00:00,686.97,1,1,1,False,False,0.0,0.0,0.0,0.0,687.54,687.76,686.92,0.7044069170951843,0.0032800179906189,0.9152866005897522,0.0658191442489624,99836.91943036288
1,2025-10-28 20:00:00+00:00,686.69,1,1,1,False,False,0.0,0.0,0.0,0.0,686.87,686.87,686.69,0.7858321666717529,5.140665962244384e-05,0.9691280722618104,0.0321165546774864,99836.91943036288
2,2025-10-29 13:30:00+00:00,689.22,0,0,1,True,False,0.0019725827951591,0.0024726553409355,0.0005000725457763,0.0,688.72,689.22,688.16,0.0467709638178348,0.4502360820770263,0.0656263530254364,0.8854885697364807,100033.8560199529
2,2025-10-29 13:45:00+00:00,689.56,2,-1,0,True,False,-0.0005000725100063,0.0,0.0005000725100063,0.0,689.275,689.67,688.72,0.0036762272939085,0.6843118667602539,0.0562493279576301,0.9150236248970032,99983.8318384874
2,2025-10-29 14:00:00+00:00,688.79,2,-1,-1,False,False,0.0,0.0,0.0,0.0,689.665,689.69,688.5,0.0039884177967906,0.807995080947876,0.1131148263812065,0.6017335057258606,99983.8318384874
2,2025-10-29 14:15:00+00:00,688.96,2,-1,-1,False,False,0.0,0.0,0.0,0.0,688.79,689.03,688.58,0.0032295240089297,0.0095971208065748,0.0895207673311233,0.7005882263183594,99983.8318384874
2,2025-10-29 14:30:00+00:00,688.3,2,-1,-1,False,False,0.0,0.0,0.0,0.0,688.97,689.1,688.2,0.2892396152019501,0.0125586902722716,0.4091495275497436,0.1392785310745239,99983.8318384874
2,2025-10-29 14:45:00+00:00,688.38,2,-1,-1,False,False,0.0,0.0,0.0,0.0,688.29,688.56,687.82,0.8268541097640991,0.0061205066740512,0.1446948796510696,0.5557035803794861,99983.8318384874
